season,name,position,value,value_delta,minutes,total_points,total_points_range,assists,goals_scored,goals_conceded,saves,own_goals,penalties_missed,penalties_saved,clean_sheets,creativity,threat,influence,bps,minutes,yellow_cards,red_cards,plays_for,opponent_team,was_home,is_won,month_of_match,time_of_match,win_expectation,date_of_match
2017-18,Adrián San miguel del castillo,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Man United,False,-1,8,16:00,0.10833333333333334,2017-08-13
2017-18,Ahmed el-sayed Hegazi,DEF,45,0.0,90,15,3,0,1,0,0,0,0,0,1,10.3,53,57.8,39,90,0,0,West Brom,Bournemouth,True,1,8,15:00,1.375,2017-08-12
2017-18,Ahmed Musa,MID,65,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Arsenal,False,-1,8,19:45,0.2353846153846154,2017-08-11
2017-18,Alberto Moreno,DEF,45,0.0,90,1,1,0,0,3,0,0,0,0,0,12.8,7,26.8,14,90,0,0,Liverpool,Watford,False,0,8,12:30,3.7037037037037033,2017-08-12
2017-18,Aleksandar Kolarov,DEF,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man City,Brighton,False,1,8,17:30,8.270676691729323,2017-08-12
2017-18,Aleksandar Mitrovic,FWD,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Tottenham,True,-1,8,13:30,0.3090909090909091,2017-08-13
2017-18,Alexandre Lacazette,FWD,105,0.0,90,6,2,0,1,3,0,0,0,0,0,39.8,60,49.0,32,90,0,0,Arsenal,Leicester,True,1,8,19:45,4.248366013071895,2017-08-11
2017-18,Alexis Sánchez,MID,120,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Leicester,True,1,8,19:45,4.248366013071895,2017-08-11
2017-18,Alex Iwobi,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Leicester,True,1,8,19:45,4.248366013071895,2017-08-11
2017-18,Alex Mccarthy,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Southampton,Swansea,True,0,8,15:00,4.012345679012346,2017-08-12
2017-18,Alex Oxlade-chamberlain,MID,60,0.0,90,2,1,0,0,3,0,0,0,0,0,29.3,44,35.8,26,90,0,0,Arsenal,Leicester,True,1,8,19:45,4.248366013071895,2017-08-11
2017-18,Alfie Mawson,DEF,50,0.0,90,6,2,0,0,0,0,0,0,0,1,0.2,0,21.4,26,90,0,0,Swansea,Southampton,False,0,8,15:00,0.24923076923076926,2017-08-12
2017-18,Allan-roméo Nyom,DEF,50,0.0,90,6,2,0,0,0,0,0,0,0,1,1.1,0,15.6,24,90,0,0,West Brom,Bournemouth,True,1,8,15:00,1.375,2017-08-12
2017-18,Ander Herrera,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,West Ham,True,1,8,16:00,9.23076923076923,2017-08-13
2017-18,Andreas Christensen,DEF,55,0.0,73,1,1,0,0,3,0,0,0,0,0,11.4,4,12.6,16,73,0,0,Chelsea,Burnley,True,-1,8,15:00,12.0,2017-08-12
2017-18,Andreas Pereira,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,West Ham,True,1,8,16:00,9.23076923076923,2017-08-13
2017-18,Andrew Robertson,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Watford,False,0,8,12:30,3.7037037037037033,2017-08-12
2017-18,Andrew Surman,MID,45,0.0,90,2,1,0,0,1,0,0,0,0,0,17.6,1,21.6,14,90,0,0,Bournemouth,West Brom,False,-1,8,15:00,0.7272727272727273,2017-08-12
2017-18,Andre Gray,FWD,65,0.0,27,1,1,0,0,0,0,0,0,0,0,2.9,0,2.2,4,27,0,0,Watford,Liverpool,True,0,8,12:30,0.27,2017-08-12
2017-18,Andros Townsend,MID,60,0.0,45,1,1,0,0,1,0,0,0,0,0,16.3,2,8.2,13,45,0,0,Crystal Palace,Huddersfield,True,-1,8,15:00,2.73224043715847,2017-08-12
2017-18,André Ayew,MID,70,0.0,90,2,1,0,0,4,0,0,0,0,0,8.7,0,1.4,7,90,0,0,West Ham,Man United,False,-1,8,16:00,0.10833333333333334,2017-08-13
2017-18,Andy Carroll,FWD,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Man United,False,-1,8,16:00,0.10833333333333334,2017-08-13
2017-18,Andy King,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Arsenal,False,-1,8,19:45,0.2353846153846154,2017-08-11
2017-18,Angelo Ogbonna,DEF,45,0.0,90,-1,0,0,0,4,0,0,0,0,0,0.5,0,13.2,10,90,1,0,West Ham,Man United,False,-1,8,16:00,0.10833333333333334,2017-08-13
2017-18,Angel Rangel,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Swansea,Southampton,False,0,8,15:00,0.24923076923076926,2017-08-12
2017-18,Anthony Knockaert,MID,60,0.0,13,1,1,0,0,0,0,0,0,0,0,5.2,2,2.0,5,13,0,0,Brighton,Man City,True,-1,8,17:30,0.12090909090909091,2017-08-12
2017-18,Anthony Martial,MID,80,0.0,10,10,2,1,1,0,0,0,0,0,0,11.1,21,51.4,32,10,0,0,Man United,West Ham,True,1,8,16:00,9.23076923076923,2017-08-13
2017-18,Antonio Rüdiger,DEF,60,0.0,90,0,0,0,0,3,0,0,0,0,0,2.0,9,21.8,11,90,1,0,Chelsea,Burnley,True,-1,8,15:00,12.0,2017-08-12
2017-18,Antonio Valencia,DEF,65,0.0,90,5,2,0,0,0,0,0,0,0,1,17.2,8,19.4,22,90,1,0,Man United,West Ham,True,1,8,16:00,9.23076923076923,2017-08-13
2017-18,Arthur Masuaku,DEF,45,0.0,80,1,1,0,0,2,0,0,0,0,0,1.8,0,20.2,14,80,0,0,West Ham,Man United,False,-1,8,16:00,0.10833333333333334,2017-08-13
2017-18,Artur Boruc,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,West Brom,False,-1,8,15:00,0.7272727272727273,2017-08-12
2017-18,Ashley Barnes,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Chelsea,False,1,8,15:00,0.08333333333333333,2017-08-12
2017-18,Ashley Fletcher,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Man United,False,-1,8,16:00,0.10833333333333334,2017-08-13
2017-18,Ashley Westwood,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Chelsea,False,1,8,15:00,0.08333333333333333,2017-08-12
2017-18,Ashley Williams,DEF,55,0.0,45,1,1,0,0,0,0,0,0,0,0,0.1,0,17.8,10,45,0,0,Everton,Stoke,True,1,8,15:00,3.3823529411764706,2017-08-12
2017-18,Ashley Young,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,West Ham,True,1,8,16:00,9.23076923076923,2017-08-13
2017-18,Asmir Begovic,GK,45,0.0,90,3,1,0,0,1,5,0,0,0,0,0.0,0,34.6,19,90,0,0,Bournemouth,West Brom,False,-1,8,15:00,0.7272727272727273,2017-08-12
2017-18,Axel Tuanzebe,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,West Ham,True,1,8,16:00,9.23076923076923,2017-08-13
2017-18,Ayoze Pérez,FWD,55,0.0,90,2,1,0,0,2,0,0,0,0,0,15.9,4,8.6,4,90,0,0,Newcastle,Tottenham,True,-1,8,13:30,0.3090909090909091,2017-08-13
2017-18,Bakary Sako,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Huddersfield,True,-1,8,15:00,2.73224043715847,2017-08-12
2017-18,Bamidele Alli,MID,95,0.0,81,8,2,0,1,0,0,0,0,0,1,8.3,45,36.6,25,81,0,0,Tottenham,Newcastle,False,1,8,13:30,3.235294117647059,2017-08-13
2017-18,Benik Afobe,FWD,60,0.0,63,2,1,0,0,1,0,0,0,0,0,16.2,6,5.2,7,63,0,0,Bournemouth,West Brom,False,-1,8,15:00,0.7272727272727273,2017-08-12
2017-18,Benjamin Chilwell,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Arsenal,False,-1,8,19:45,0.2353846153846154,2017-08-11
2017-18,Benjamin Mendy,DEF,65,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man City,Brighton,False,1,8,17:30,8.270676691729323,2017-08-12
2017-18,Ben Davies,DEF,55,0.0,90,14,3,0,1,0,0,0,0,0,1,30.1,17,47.6,36,90,1,0,Tottenham,Newcastle,False,1,8,13:30,3.235294117647059,2017-08-13
2017-18,Ben Foster,GK,45,0.0,90,7,2,0,0,0,2,0,0,0,1,0.0,0,14.6,25,90,0,0,West Brom,Bournemouth,True,1,8,15:00,1.375,2017-08-12
2017-18,Ben Hamer,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Arsenal,False,-1,8,19:45,0.2353846153846154,2017-08-11
2017-18,Ben Mee,DEF,45,0.0,90,0,0,0,0,2,0,0,0,0,0,0.2,36,31.2,10,90,1,0,Burnley,Chelsea,False,1,8,15:00,0.08333333333333333,2017-08-12
2017-18,Ben Watson,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Liverpool,True,0,8,12:30,0.27,2017-08-12
2017-18,Ben Woodburn,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Watford,False,0,8,12:30,3.7037037037037033,2017-08-12
2017-18,Beram Kayal,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Man City,True,-1,8,17:30,0.12090909090909091,2017-08-12
2017-18,Bernardo mota Veiga de carvalho e silva,MID,80,0.0,7,1,1,0,0,0,0,0,0,0,0,3.3,0,0.4,3,7,0,0,Man City,Brighton,False,1,8,17:30,8.270676691729323,2017-08-12
2017-18,Boaz Myhill,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Brom,Bournemouth,True,1,8,15:00,1.375,2017-08-12
2017-18,Bojan Krkic perez,MID,55,0.0,71,2,1,0,0,1,0,0,0,0,0,13.3,6,0.0,5,71,0,0,Stoke,Everton,False,-1,8,15:00,0.2956521739130435,2017-08-12
2017-18,Bradley Smith,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,West Brom,False,-1,8,15:00,0.7272727272727273,2017-08-12
2017-18,Brahim Diaz,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man City,Brighton,False,1,8,17:30,8.270676691729323,2017-08-12
2017-18,Brandon Mason,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Liverpool,True,0,8,12:30,0.27,2017-08-12
2017-18,Bruno Saltor grau,DEF,45,0.0,90,1,1,0,0,2,0,0,0,0,0,0.3,0,20.2,14,90,0,0,Brighton,Man City,True,-1,8,17:30,0.12090909090909091,2017-08-12
2017-18,Callum Wilson,FWD,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,West Brom,False,-1,8,15:00,0.7272727272727273,2017-08-12
2017-18,Calum Chambers,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Leicester,True,1,8,19:45,4.248366013071895,2017-08-11
2017-18,Cameron Carter-vickers,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Newcastle,False,1,8,13:30,3.235294117647059,2017-08-13
2017-18,Carl Jenkinson,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Leicester,True,1,8,19:45,4.248366013071895,2017-08-11
2017-18,Cesc Fàbregas,MID,70,0.0,80,-1,0,0,0,3,0,0,0,0,0,67.8,2,12.8,7,80,0,1,Chelsea,Burnley,True,-1,8,15:00,12.0,2017-08-12
2017-18,Chancel Mbemba,DEF,40,0.0,56,0,0,0,0,2,0,0,0,0,0,0.4,0,21.6,9,56,0,0,Newcastle,Tottenham,True,-1,8,13:30,0.3090909090909091,2017-08-13
2017-18,Charlie Adam,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Stoke,Everton,False,-1,8,15:00,0.2956521739130435,2017-08-12
2017-18,Charlie Austin,FWD,65,0.0,21,1,1,0,0,0,0,0,0,0,0,0.3,8,0.0,2,21,0,0,Southampton,Swansea,True,0,8,15:00,4.012345679012346,2017-08-12
2017-18,Charlie Daniels,DEF,50,0.0,90,2,1,0,0,1,0,0,0,0,0,10.0,18,12.2,13,90,0,0,Bournemouth,West Brom,False,-1,8,15:00,0.7272727272727273,2017-08-12
2017-18,Charlie Taylor,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Chelsea,False,1,8,15:00,0.08333333333333333,2017-08-12
2017-18,Charly Musonda,MID,50,0.0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,3,1,0,0,Chelsea,Burnley,True,-1,8,15:00,12.0,2017-08-12
2017-18,Cheikhou Kouyaté,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Man United,False,-1,8,16:00,0.10833333333333334,2017-08-13
2017-18,Christian Atsu,MID,50,0.0,90,2,1,0,0,2,0,0,0,0,0,2.0,34,4.6,-4,90,0,0,Newcastle,Tottenham,True,-1,8,13:30,0.3090909090909091,2017-08-13
2017-18,Christian Benteke,FWD,80,0.0,90,2,1,0,0,3,0,0,0,0,0,3.2,35,0.0,-2,90,0,0,Crystal Palace,Huddersfield,True,-1,8,15:00,2.73224043715847,2017-08-12
2017-18,Christian Eriksen,MID,95,0.0,90,12,3,2,0,0,0,0,0,0,1,50.4,50,48.4,36,90,0,0,Tottenham,Newcastle,False,1,8,13:30,3.235294117647059,2017-08-13
2017-18,Christian Fuchs,DEF,50,0.0,90,0,0,0,0,4,0,0,0,0,0,16.0,0,19.6,9,90,0,0,Leicester,Arsenal,False,-1,8,19:45,0.2353846153846154,2017-08-11
2017-18,Christian Kabasele,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Liverpool,True,0,8,12:30,0.27,2017-08-12
2017-18,Christopher Schindler,DEF,45,0.0,90,6,2,0,0,0,0,0,0,0,1,10.3,2,12.8,23,90,0,0,Huddersfield,Crystal Palace,False,1,8,15:00,0.366,2017-08-12
2017-18,Chris Brunt,MID,55,0.0,90,8,2,1,0,0,0,0,0,0,1,42.3,0,29.8,29,90,0,0,West Brom,Bournemouth,True,1,8,15:00,1.375,2017-08-12
2017-18,Chris Löwe,DEF,45,0.0,90,6,2,0,0,0,0,0,0,0,1,1.3,7,17.6,16,90,0,0,Huddersfield,Crystal Palace,False,1,8,15:00,0.366,2017-08-12
2017-18,Chris Smalling,DEF,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,West Ham,True,1,8,16:00,9.23076923076923,2017-08-13
2017-18,Chung-yong Lee,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Huddersfield,True,-1,8,15:00,2.73224043715847,2017-08-12
2017-18,Ciaran Clark,DEF,45,0.0,90,1,1,0,0,2,0,0,0,0,0,0.5,17,12.4,12,90,0,0,Newcastle,Tottenham,True,-1,8,13:30,0.3090909090909091,2017-08-13
2017-18,Claudio Bravo,GK,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man City,Brighton,False,1,8,17:30,8.270676691729323,2017-08-12
2017-18,Claudio Yacob,MID,45,0.0,90,2,1,0,0,0,0,0,0,0,1,0.9,14,8.8,4,90,1,0,West Brom,Bournemouth,True,1,8,15:00,1.375,2017-08-12
2017-18,Collin Quaner,FWD,45,0.0,18,4,1,1,0,0,0,0,0,0,0,10.6,2,20.2,14,18,0,0,Huddersfield,Crystal Palace,False,1,8,15:00,0.366,2017-08-12
2017-18,Connor Goldson,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Man City,True,-1,8,17:30,0.12090909090909091,2017-08-12
2017-18,Connor Wickham,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Huddersfield,True,-1,8,15:00,2.73224043715847,2017-08-12
2017-18,Costel Pantilimon,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Liverpool,True,0,8,12:30,0.27,2017-08-12
2017-18,Craig Cathcart,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Liverpool,True,0,8,12:30,0.27,2017-08-12
2017-18,Craig Dawson,DEF,50,0.0,90,6,2,0,0,0,0,0,0,0,1,0.0,0,21.0,23,90,0,0,West Brom,Bournemouth,True,1,8,15:00,1.375,2017-08-12
2017-18,Cuco Martina,DEF,45,0.0,45,0,0,0,0,0,0,0,0,0,0,19.8,4,14.8,4,45,1,0,Everton,Stoke,True,1,8,15:00,3.3823529411764706,2017-08-12
2017-18,Cédric Soares,DEF,50,0.0,90,6,2,0,0,0,0,0,0,0,1,5.3,19,14.2,24,90,0,0,Southampton,Swansea,True,0,8,15:00,4.012345679012346,2017-08-12
2017-18,César Azpilicueta,DEF,65,0.0,90,1,1,0,0,3,0,0,0,0,0,20.3,6,10.6,16,90,0,0,Chelsea,Burnley,True,-1,8,15:00,12.0,2017-08-12
2017-18,Daley Blind,DEF,55,0.0,90,6,2,0,0,0,0,0,0,0,1,25.1,13,15.0,23,90,0,0,Man United,West Ham,True,1,8,16:00,9.23076923076923,2017-08-13
2017-18,Dale Stephens,MID,45,0.0,90,2,1,0,0,2,0,0,0,0,0,0.4,0,5.4,7,90,0,0,Brighton,Man City,True,-1,8,17:30,0.12090909090909091,2017-08-12
2017-18,Damian emiliano Martinez,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Leicester,True,1,8,19:45,4.248366013071895,2017-08-11
2017-18,Damien Delaney,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Huddersfield,True,-1,8,15:00,2.73224043715847,2017-08-12
2017-18,Daniel Amartey,MID,45,0.0,18,1,1,0,0,2,0,0,0,0,0,0.3,0,5.4,2,18,0,0,Leicester,Arsenal,False,-1,8,19:45,0.2353846153846154,2017-08-11
2017-18,Daniel Drinkwater,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Arsenal,False,-1,8,19:45,0.2353846153846154,2017-08-11
2017-18,Daniel Sturridge,FWD,80,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Watford,False,0,8,12:30,3.7037037037037033,2017-08-12
2017-18,Danilo luiz Da silva,DEF,55,0.0,67,6,2,0,0,0,0,0,0,0,1,6.3,5,1.8,22,67,0,0,Man City,Brighton,False,1,8,17:30,8.270676691729323,2017-08-12
2017-18,Danny Ings,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Watford,False,0,8,12:30,3.7037037037037033,2017-08-12
2017-18,Danny Rose,DEF,65,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Newcastle,False,1,8,13:30,3.235294117647059,2017-08-13
2017-18,Danny Simpson,DEF,45,0.0,90,0,0,0,0,4,0,0,0,0,0,0.9,0,14.0,10,90,0,0,Leicester,Arsenal,False,-1,8,19:45,0.2353846153846154,2017-08-11
2017-18,Danny Welbeck,FWD,75,0.0,74,6,2,0,1,3,0,0,0,0,0,29.0,57,43.0,31,74,0,0,Arsenal,Leicester,True,1,8,19:45,4.248366013071895,2017-08-11
2017-18,Danny Williams,MID,50,0.0,33,1,1,0,0,0,0,0,0,0,0,0.8,0,6.4,4,33,0,0,Huddersfield,Crystal Palace,False,1,8,15:00,0.366,2017-08-12
2017-18,Dan Gosling,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,West Brom,False,-1,8,15:00,0.7272727272727273,2017-08-12
2017-18,Darren Fletcher,MID,50,0.0,90,2,1,0,0,1,0,0,0,0,0,3.1,1,11.0,11,90,0,0,Stoke,Everton,False,-1,8,15:00,0.2956521739130435,2017-08-12
2017-18,Darren Randolph,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Man United,False,-1,8,16:00,0.10833333333333334,2017-08-13
2017-18,Daryl Janmaat,DEF,50,0.0,17,1,1,0,0,0,0,0,0,0,0,0.3,0,1.4,4,17,0,0,Watford,Liverpool,True,0,8,12:30,0.27,2017-08-12
2017-18,Daryl Murphy,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Tottenham,True,-1,8,13:30,0.3090909090909091,2017-08-13
2017-18,David De gea,GK,55,0.0,90,6,2,0,0,0,1,0,0,0,1,0.0,0,10.6,22,90,0,0,Man United,West Ham,True,1,8,16:00,9.23076923076923,2017-08-13
2017-18,David Luiz moreira marinho,DEF,60,0.0,90,6,2,0,1,3,0,0,0,0,0,1.8,22,40.6,19,90,1,0,Chelsea,Burnley,True,-1,8,15:00,12.0,2017-08-12
2017-18,David Ospina,GK,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Leicester,True,1,8,19:45,4.248366013071895,2017-08-11
2017-18,David Silva,MID,80,0.0,90,8,2,1,0,0,0,0,0,0,1,77.1,6,35.8,30,90,0,0,Man City,Brighton,False,1,8,17:30,8.270676691729323,2017-08-12
2017-18,Davy Klaassen,MID,75,0.0,59,1,1,0,0,0,0,0,0,0,0,14.1,17,6.0,4,59,0,0,Everton,Stoke,True,1,8,15:00,3.3823529411764706,2017-08-12
2017-18,Davy Pröpper,MID,55,0.0,90,2,1,0,0,2,0,0,0,0,0,0.9,4,7.6,11,90,0,0,Brighton,Man City,True,-1,8,17:30,0.12090909090909091,2017-08-12
2017-18,Deandre Yedlin,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Tottenham,True,-1,8,13:30,0.3090909090909091,2017-08-13
2017-18,Dean Marney,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Chelsea,False,1,8,15:00,0.08333333333333333,2017-08-12
2017-18,Dean Whitehead,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Huddersfield,Crystal Palace,False,1,8,15:00,0.366,2017-08-12
2017-18,Declan Rice,DEF,45,0.0,29,0,0,0,0,2,0,0,0,0,0,1.1,0,4.2,4,29,0,0,West Ham,Man United,False,-1,8,16:00,0.10833333333333334,2017-08-13
2017-18,Dejan Lovren,DEF,55,0.0,90,1,1,0,0,3,0,0,0,0,0,10.3,17,28.8,17,90,0,0,Liverpool,Watford,False,0,8,12:30,3.7037037037037033,2017-08-12
2017-18,Demarai Gray,MID,55,0.0,2,1,1,0,0,0,0,0,0,0,0,0.3,0,0.0,3,2,0,0,Leicester,Arsenal,False,-1,8,19:45,0.2353846153846154,2017-08-11
2017-18,Diafra Sakho,FWD,55,0.0,30,1,1,0,0,2,0,0,0,0,0,1.6,6,0.0,-2,30,0,0,West Ham,Man United,False,-1,8,16:00,0.10833333333333334,2017-08-13
2017-18,Diego Da silva costa,FWD,100,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,Burnley,True,-1,8,15:00,12.0,2017-08-12
2017-18,Divock Origi,FWD,75,0.0,9,1,1,0,0,1,0,0,0,0,0,0.0,0,0.0,3,9,0,0,Liverpool,Watford,False,0,8,12:30,3.7037037037037033,2017-08-12
2017-18,Dominic Calvert-lewin,FWD,50,0.0,90,5,2,1,0,0,0,0,0,0,1,27.7,41,24.8,18,90,0,0,Everton,Stoke,True,1,8,15:00,3.3823529411764706,2017-08-12
2017-18,Dominic Solanke,FWD,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Watford,False,0,8,12:30,3.7037037037037033,2017-08-12
