,season,name,position,value,value_delta,adjusted_points_range,assists,goals_scored,goals_conceded,saves,own_goals,penalties_missed,penalties_saved,clean_sheets,creativity,threat,influence,bps,minutes,yellow_cards,red_cards,plays_for,opponent_team,was_home,is_won,month_of_match,time_of_match,win_expectation,date_of_match
41,2019-20,Anthony Knockaert,MID,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brighton,Watford,False,1,8,15:00,0.475,2019-08-10
42,2019-20,Anthony Martial,MID,75,0.0,2,0,1,0,0,0,0,0,1,19.3,71.0,39.2,19,90,1,0,Man United,Chelsea,True,1,8,16:30,1.6666666666666665,2019-08-11
43,2019-20,Antonio Rüdiger,DEF,60,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Man United,False,-1,8,16:30,0.6,2019-08-11
44,2019-20,Anwar El ghazi,MID,55,0.0,0,0,0,3,0,0,0,0,0,5.3,8.0,1.4,0,90,0,0,Aston Villa,Tottenham,False,-1,8,17:30,0.13,2019-08-10
45,2019-20,Arnaut Danjuma groeneveld,MID,60,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Bournemouth,Sheffield United,True,0,8,15:00,1.8461538461538463,2019-08-10
46,2019-20,Arthur Masuaku,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Man City,True,-1,8,12:30,0.10166666666666667,2019-08-10
47,2019-20,Artur Boruc,GK,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Bournemouth,Sheffield United,True,0,8,15:00,1.8461538461538463,2019-08-10
48,2019-20,Ashley Barnes,FWD,65,0.0,3,0,2,0,0,0,0,0,1,1.8,89.0,71.4,58,83,0,0,Burnley,Southampton,True,1,8,15:00,1.049618320610687,2019-08-10
49,2019-20,Ashley Westwood,MID,55,0.0,1,0,0,0,0,0,0,0,1,11.5,0.0,6.4,7,90,0,0,Burnley,Southampton,True,1,8,15:00,1.049618320610687,2019-08-10
50,2019-20,Ashley Young,DEF,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Chelsea,True,1,8,16:30,1.6666666666666665,2019-08-11
51,2019-20,Asmir Begovic,GK,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Bournemouth,Sheffield United,True,0,8,15:00,1.8461538461538463,2019-08-10
52,2019-20,Axel Tuanzebe,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Chelsea,True,1,8,16:30,1.6666666666666665,2019-08-11
53,2019-20,Aymeric Laporte,DEF,65,0.0,1,0,0,0,0,0,0,0,1,0.9,0.0,19.2,26,90,0,0,Man City,West Ham,False,1,8,12:30,9.836065573770492,2019-08-10
54,2019-20,Ayoze Pérez,MID,65,0.0,1,0,0,0,0,0,0,0,1,3.6,12.0,2.0,7,75,0,0,Leicester,Wolves,True,0,8,14:00,1.5454545454545452,2019-08-11
55,2019-20,Bailey Peacock-farrell,GK,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Burnley,Southampton,True,1,8,15:00,1.049618320610687,2019-08-10
56,2019-20,Bamidele Alli,MID,85,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Tottenham,Aston Villa,True,1,8,17:30,7.692307692307692,2019-08-10
57,2019-20,Benjamin Chilwell,DEF,55,0.0,1,0,0,0,0,0,0,0,1,16.8,9.0,5.4,23,90,0,0,Leicester,Wolves,True,0,8,14:00,1.5454545454545452,2019-08-11
58,2019-20,Benjamin Mendy,DEF,60,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man City,West Ham,False,1,8,12:30,9.836065573770492,2019-08-10
59,2019-20,Ben Davies,DEF,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Tottenham,Aston Villa,True,1,8,17:30,7.692307692307692,2019-08-10
60,2019-20,Ben Foster,GK,50,0.0,0,0,0,3,1,0,0,0,0,0.0,0.0,10.0,9,90,0,0,Watford,Brighton,True,-1,8,15:00,2.1052631578947367,2019-08-10
61,2019-20,Ben Gibson,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Burnley,Southampton,True,1,8,15:00,1.049618320610687,2019-08-10
62,2019-20,Ben Godfrey,DEF,45,0.0,0,0,0,4,0,0,0,0,0,0.1,7.0,23.8,18,90,0,0,Norwich,Liverpool,False,-1,8,20:00,0.06,2019-08-09
63,2019-20,Ben Johnson,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Man City,True,-1,8,12:30,0.10166666666666667,2019-08-10
64,2019-20,Ben Mee,DEF,50,0.0,1,0,0,0,0,0,0,0,1,0.1,2.0,21.2,27,90,0,0,Burnley,Southampton,True,1,8,15:00,1.049618320610687,2019-08-10
65,2019-20,Ben Osborn,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Sheffield United,Bournemouth,False,0,8,15:00,0.5416666666666666,2019-08-10
66,2019-20,Beram Kayal,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brighton,Watford,False,1,8,15:00,0.475,2019-08-10
67,2019-20,Bernardo mota Veiga de carvalho e silva,MID,80,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man City,West Ham,False,1,8,12:30,9.836065573770492,2019-08-10
68,2019-20,Bernardo Fernandes da silva junior,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,3,1,0,0,Brighton,Watford,False,1,8,15:00,0.475,2019-08-10
69,2019-20,Bernard Anício caldeira duarte,MID,65,0.0,0,0,0,0,0,0,0,0,1,19.5,10.0,6.8,4,90,1,0,Everton,Crystal Palace,False,0,8,15:00,1.2658227848101264,2019-08-10
70,2019-20,Bernd Leno,GK,50,0.0,2,0,0,0,2,0,0,0,1,0.0,0.0,18.0,27,90,0,0,Arsenal,Newcastle,False,1,8,14:00,2.616279069767442,2019-08-11
71,2019-20,Billy Sharp,FWD,60,0.0,2,0,1,0,0,0,0,0,0,0.5,35.0,32.4,26,8,0,0,Sheffield United,Bournemouth,False,0,8,15:00,0.5416666666666666,2019-08-10
72,2019-20,Birkir Bjarnason,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Aston Villa,Tottenham,False,-1,8,17:30,0.13,2019-08-10
73,2019-20,Bjorn Engels,DEF,45,0.0,0,0,0,3,0,0,0,0,0,0.0,0.0,27.8,12,90,0,0,Aston Villa,Tottenham,False,-1,8,17:30,0.13,2019-08-10
74,2019-20,Callum Hudson-odoi,MID,60,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Man United,False,-1,8,16:30,0.6,2019-08-11
75,2019-20,Callum Robinson,MID,55,0.0,0,0,0,1,0,0,0,0,0,0.9,29.0,4.6,2,90,0,0,Sheffield United,Bournemouth,False,0,8,15:00,0.5416666666666666,2019-08-10
76,2019-20,Callum Slattery,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Burnley,False,-1,8,15:00,0.9527272727272728,2019-08-10
77,2019-20,Callum Wilson,FWD,80,0.0,1,1,0,1,0,0,0,0,0,2.3,35.0,2.4,10,89,0,0,Bournemouth,Sheffield United,True,0,8,15:00,1.8461538461538463,2019-08-10
78,2019-20,Calum Chambers,DEF,45,0.0,1,0,0,0,0,0,0,0,1,0.2,0.0,13.0,26,90,0,0,Arsenal,Newcastle,False,1,8,14:00,2.616279069767442,2019-08-11
79,2019-20,Carlos Sánchez,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Man City,True,-1,8,12:30,0.10166666666666667,2019-08-10
80,2019-20,Carl Jenkinson,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Newcastle,False,1,8,14:00,2.616279069767442,2019-08-11
81,2019-20,Cenk Tosun,FWD,60,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Everton,Crystal Palace,False,0,8,15:00,1.2658227848101264,2019-08-10
82,2019-20,Charlie Austin,FWD,60,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Burnley,False,-1,8,15:00,0.9527272727272728,2019-08-10
83,2019-20,Charlie Daniels,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Bournemouth,Sheffield United,True,0,8,15:00,1.8461538461538463,2019-08-10
84,2019-20,Charlie Taylor,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Burnley,Southampton,True,1,8,15:00,1.049618320610687,2019-08-10
85,2019-20,Cheikhou Kouyaté,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Crystal Palace,Everton,True,0,8,15:00,0.79,2019-08-10
86,2019-20,Che Adams,FWD,60,0.0,0,0,0,2,0,0,0,0,0,1.8,21.0,0.0,-5,72,0,0,Southampton,Burnley,False,-1,8,15:00,0.9527272727272728,2019-08-10
87,2019-20,Christian Atsu,MID,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Arsenal,True,-1,8,14:00,0.38222222222222224,2019-08-11
88,2019-20,Christian Benteke,FWD,60,0.0,0,0,0,0,0,0,0,0,1,15.0,2.0,9.6,9,82,0,0,Crystal Palace,Everton,True,0,8,15:00,0.79,2019-08-10
89,2019-20,Christian Eriksen,MID,90,0.0,0,0,0,0,0,0,0,0,0,40.8,18.0,12.6,10,26,0,0,Tottenham,Aston Villa,True,1,8,17:30,7.692307692307692,2019-08-10
90,2019-20,Christian Fuchs,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Wolves,True,0,8,14:00,1.5454545454545452,2019-08-11
91,2019-20,Christian Kabasele,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Brighton,True,-1,8,15:00,2.1052631578947367,2019-08-10
92,2019-20,Christian Pulisic,MID,75,0.0,0,0,0,3,0,0,0,0,0,11.8,8.0,6.0,4,32,0,0,Chelsea,Man United,False,-1,8,16:30,0.6,2019-08-11
93,2019-20,Christoph Zimmermann,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Norwich,Liverpool,False,-1,8,20:00,0.06,2019-08-09
94,2019-20,Chris Basham,DEF,45,0.0,0,0,0,1,0,0,0,0,0,1.5,2.0,9.6,9,81,0,0,Sheffield United,Bournemouth,False,0,8,15:00,0.5416666666666666,2019-08-10
95,2019-20,Chris Mepham,DEF,45,0.0,2,0,1,1,0,0,0,0,0,1.2,68.0,47.4,24,90,0,0,Bournemouth,Sheffield United,True,0,8,15:00,1.8461538461538463,2019-08-10
96,2019-20,Chris Smalling,DEF,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Chelsea,True,1,8,16:30,1.6666666666666665,2019-08-11
97,2019-20,Chris Wood,FWD,65,0.0,0,0,0,0,0,0,0,0,1,0.7,8.0,0.0,-1,90,0,0,Burnley,Southampton,True,1,8,15:00,1.049618320610687,2019-08-10
98,2019-20,Ciaran Clark,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Arsenal,True,-1,8,14:00,0.38222222222222224,2019-08-11
99,2019-20,Claudio Bravo,GK,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man City,West Ham,False,1,8,12:30,9.836065573770492,2019-08-10
100,2019-20,Connor Wickham,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0.5,2.0,0.0,1,7,0,0,Crystal Palace,Everton,True,0,8,15:00,0.79,2019-08-10
101,2019-20,Conor Coady,DEF,50,0.0,1,0,0,0,0,0,0,0,1,0.0,0.0,10.0,20,90,0,0,Wolves,Leicester,False,0,8,14:00,0.6470588235294118,2019-08-11
102,2019-20,Conor Hourihane,MID,60,0.0,0,0,0,1,0,0,0,0,0,10.8,0.0,16.4,12,81,0,0,Aston Villa,Tottenham,False,-1,8,17:30,0.13,2019-08-10
103,2019-20,Craig Cathcart,DEF,45,0.0,0,0,0,3,0,0,0,0,0,0.3,0.0,10.4,10,90,0,0,Watford,Brighton,True,-1,8,15:00,2.1052631578947367,2019-08-10
104,2019-20,Craig Dawson,DEF,50,0.0,0,0,0,3,0,0,0,0,0,0.4,37.0,21.2,13,90,0,0,Watford,Brighton,True,-1,8,15:00,2.1052631578947367,2019-08-10
105,2019-20,Cédric Soares,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Burnley,False,-1,8,15:00,0.9527272727272728,2019-08-10
106,2019-20,César Azpilicueta,DEF,60,0.0,0,0,0,4,0,0,0,0,0,16.7,2.0,24.2,9,90,0,0,Chelsea,Man United,False,-1,8,16:30,0.6,2019-08-11
107,2019-20,Dale Stephens,MID,45,0.0,1,0,0,0,0,0,0,0,1,11.3,0.0,15.0,11,90,0,0,Brighton,Watford,False,1,8,15:00,0.475,2019-08-10
108,2019-20,Daniel Amartey,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Wolves,True,0,8,14:00,1.5454545454545452,2019-08-11
109,2019-20,Daniel Ceballos fernández,MID,55,0.0,0,0,0,0,0,0,0,0,0,2.9,0.0,3.0,3,26,0,0,Arsenal,Newcastle,False,1,8,14:00,2.616279069767442,2019-08-11
110,2019-20,Daniel Drinkwater,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Burnley,Southampton,True,1,8,15:00,1.049618320610687,2019-08-10
111,2019-20,Daniel James,MID,60,0.0,2,0,1,0,0,0,0,0,0,0.5,17.0,33.0,21,16,0,0,Man United,Chelsea,True,1,8,16:30,1.6666666666666665,2019-08-11
112,2019-20,Danilo luiz Da silva,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man City,West Ham,False,1,8,12:30,9.836065573770492,2019-08-10
113,2019-20,Danny Ings,FWD,60,0.0,0,0,0,1,0,0,0,0,0,11.0,0.0,4.8,8,65,0,0,Southampton,Burnley,False,-1,8,15:00,0.9527272727272728,2019-08-10
114,2019-20,Danny Rose,DEF,55,0.0,0,0,0,1,0,0,0,0,0,53.0,2.0,15.2,13,90,0,0,Tottenham,Aston Villa,True,1,8,17:30,7.692307692307692,2019-08-10
115,2019-20,Danny Ward,GK,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Wolves,True,0,8,14:00,1.5454545454545452,2019-08-11
116,2019-20,Danny Welbeck,FWD,60,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Brighton,True,-1,8,15:00,2.1052631578947367,2019-08-10
117,2019-20,Dan Burn,DEF,45,0.0,1,0,0,0,0,0,0,0,1,1.3,1.0,12.8,23,90,0,0,Brighton,Watford,False,1,8,15:00,0.475,2019-08-10
118,2019-20,Dan Gosling,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Bournemouth,Sheffield United,True,0,8,15:00,1.8461538461538463,2019-08-10
119,2019-20,Daryl Janmaat,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Brighton,True,-1,8,15:00,2.1052631578947367,2019-08-10
120,2019-20,Davide Zappacosta,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Man United,False,-1,8,16:30,0.6,2019-08-11
121,2019-20,David Brooks,MID,65,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Bournemouth,Sheffield United,True,0,8,15:00,1.8461538461538463,2019-08-10
122,2019-20,David Button,GK,40,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brighton,Watford,False,1,8,15:00,0.475,2019-08-10
123,2019-20,David De gea,GK,55,0.0,2,0,0,0,7,0,0,0,1,0.0,0.0,43.2,34,90,0,0,Man United,Chelsea,True,1,8,16:30,1.6666666666666665,2019-08-11
124,2019-20,David Luiz moreira marinho,DEF,60,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Newcastle,False,1,8,14:00,2.616279069767442,2019-08-11
125,2019-20,David Mcgoldrick,FWD,55,0.0,0,0,0,1,0,0,0,0,0,5.3,8.0,2.0,0,62,0,0,Sheffield United,Bournemouth,False,0,8,15:00,0.5416666666666666,2019-08-10
126,2019-20,David Silva,MID,75,0.0,1,0,0,0,0,0,0,0,1,32.3,17.0,7.2,11,79,0,0,Man City,West Ham,False,1,8,12:30,9.836065573770492,2019-08-10
127,2019-20,Davinson Sánchez,DEF,55,0.0,0,0,0,1,0,0,0,0,0,11.8,21.0,15.2,14,90,0,0,Tottenham,Aston Villa,True,1,8,17:30,7.692307692307692,2019-08-10
128,2019-20,Davy Pröpper,MID,50,0.0,1,1,0,0,0,0,0,0,1,16.3,1.0,30.8,26,90,0,0,Brighton,Watford,False,1,8,15:00,0.475,2019-08-10
129,2019-20,Deandre Yedlin,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Arsenal,True,-1,8,14:00,0.38222222222222224,2019-08-11
130,2019-20,Dean Henderson,GK,45,0.0,0,0,0,1,2,0,0,0,0,0.0,0.0,13.6,12,90,0,0,Sheffield United,Bournemouth,False,0,8,15:00,0.5416666666666666,2019-08-10
131,2019-20,Declan Rice,MID,50,0.0,0,0,0,5,0,0,0,0,0,1.8,0.0,16.0,15,90,0,0,West Ham,Man City,True,-1,8,12:30,0.10166666666666667,2019-08-10
132,2019-20,Dejan Lovren,DEF,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Norwich,True,1,8,20:00,16.666666666666668,2019-08-09
133,2019-20,Demarai Gray,MID,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Wolves,True,0,8,14:00,1.5454545454545452,2019-08-11
134,2019-20,Dennis Praet,MID,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Wolves,True,0,8,14:00,1.5454545454545452,2019-08-11
135,2019-20,Dennis Srbeny,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Norwich,Liverpool,False,-1,8,20:00,0.06,2019-08-09
136,2019-20,Diego Rico,DEF,40,0.0,0,0,0,1,0,0,0,0,0,16.6,3.0,21.0,13,90,0,0,Bournemouth,Sheffield United,True,0,8,15:00,1.8461538461538463,2019-08-10
